locus_tag	ftype	length_bp	gene	EC_number	COG	product
ENMNMPHH_03584	CDS	276				hypothetical protein
ENMNMPHH_03585	CDS	144				hypothetical protein
ENMNMPHH_03586	CDS	897	ypcP	3.1.11.-	COG0258	5'-3' exonuclease
ENMNMPHH_03587	CDS	663				hypothetical protein
ENMNMPHH_03588	CDS	276				hypothetical protein
ENMNMPHH_03589	CDS	897				hypothetical protein
ENMNMPHH_03590	CDS	402	rnhA		COG0328	14.7 kDa ribonuclease H-like protein
ENMNMPHH_03591	CDS	678	yhhQ		COG1738	Queuosine precursor transporter
ENMNMPHH_03592	CDS	666				hypothetical protein
ENMNMPHH_03593	CDS	192				hypothetical protein
ENMNMPHH_03594	CDS	267				hypothetical protein
ENMNMPHH_03595	CDS	231				hypothetical protein
ENMNMPHH_03596	CDS	201	cspD_2		COG1278	Cold shock protein CspD
ENMNMPHH_03597	CDS	252				hypothetical protein
ENMNMPHH_03598	CDS	267	ptsH_2		COG1925	Phosphocarrier protein HPr
ENMNMPHH_03599	CDS	189				hypothetical protein
ENMNMPHH_03600	CDS	156				hypothetical protein
ENMNMPHH_03601	CDS	228				hypothetical protein
ENMNMPHH_03602	CDS	699	bioC_2	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
ENMNMPHH_03603	CDS	696				hypothetical protein
ENMNMPHH_03604	CDS	177				hypothetical protein
ENMNMPHH_03605	CDS	1014	yfhP_2		COG1988	putative protein YfhP
ENMNMPHH_03606	CDS	1146	ugtP	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
ENMNMPHH_03607	CDS	909	metAA	2.3.1.31		Homoserine O-acetyltransferase
ENMNMPHH_03608	CDS	1686	fhs	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
ENMNMPHH_03609	CDS	504				hypothetical protein
ENMNMPHH_03610	CDS	486	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
ENMNMPHH_03611	CDS	864				hypothetical protein
ENMNMPHH_03612	CDS	846	degV_3		COG1307	Protein DegV
ENMNMPHH_03613	CDS	651	yedJ		COG1418	putative protein YedJ
ENMNMPHH_03614	CDS	1122				hypothetical protein
ENMNMPHH_03615	CDS	720	bioC_3	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
ENMNMPHH_03616	CDS	747	map_2	3.4.11.18	COG0024	Methionine aminopeptidase 1
ENMNMPHH_03617	CDS	1719	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
ENMNMPHH_03618	CDS	435				hypothetical protein
ENMNMPHH_03619	CDS	783	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
ENMNMPHH_03620	CDS	126				hypothetical protein
ENMNMPHH_03621	CDS	588				hypothetical protein
ENMNMPHH_03622	CDS	525	ypjQ_2		COG1267	putative protein YpjQ
ENMNMPHH_03623	CDS	777				hypothetical protein
ENMNMPHH_03624	CDS	717	zmp1	3.4.24.89		Pro-Pro endopeptidase
ENMNMPHH_03625	CDS	795	thyA2_2	2.1.1.45	COG0207	Thymidylate synthase 2
ENMNMPHH_03626	CDS	483	dfrA	1.5.1.3	COG0262	Dihydrofolate reductase
ENMNMPHH_03627	CDS	723	plsC_2	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
ENMNMPHH_03628	CDS	642				hypothetical protein
ENMNMPHH_03629	CDS	999	zraR		COG2204	Transcriptional regulatory protein ZraR
ENMNMPHH_03630	CDS	219				hypothetical protein
ENMNMPHH_03631	CDS	1269	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
ENMNMPHH_03632	CDS	252				hypothetical protein
ENMNMPHH_03633	CDS	843				DegV domain-containing protein
ENMNMPHH_03634	CDS	507				hypothetical protein
ENMNMPHH_03635	CDS	957	rihA_3	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
ENMNMPHH_03636	CDS	573	ypmQ_2		COG1999	SCO1 protein 
ENMNMPHH_03637	CDS	792	lipC_2	3.-.-.-	COG2755	Spore germination lipase LipC
ENMNMPHH_03638	CDS	585				hypothetical protein
ENMNMPHH_03639	CDS	1149				hypothetical protein
ENMNMPHH_03640	CDS	1116	htrA_3			Putative serine protease HtrA
ENMNMPHH_03641	CDS	198				hypothetical protein
ENMNMPHH_03642	CDS	222				hypothetical protein
ENMNMPHH_03643	CDS	762				hypothetical protein
ENMNMPHH_03644	CDS	294			COG0596	putative protein
ENMNMPHH_03645	CDS	471				hypothetical protein
ENMNMPHH_03646	CDS	210				hypothetical protein
ENMNMPHH_03647	CDS	252				hypothetical protein
ENMNMPHH_03648	CDS	426	yusO_3			putative HTH-type transcriptional regulator YusO
ENMNMPHH_03649	CDS	948	msrA_2	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
ENMNMPHH_03650	CDS	618				hypothetical protein
ENMNMPHH_03651	CDS	810				hypothetical protein
ENMNMPHH_03652	CDS	387	fosB2_2	2.5.1.-	COG0346	Metallothiol transferase FosB 2
ENMNMPHH_03653	CDS	783				hypothetical protein
ENMNMPHH_03654	CDS	132				hypothetical protein
ENMNMPHH_03655	CDS	201	cspLA_2		COG1278	Cold shock-like protein CspLA
ENMNMPHH_03656	CDS	561	cwlA_2	3.5.1.28	COG3409	N-acetylmuramoyl-L-alanine amidase CwlA
ENMNMPHH_03657	CDS	534				hypothetical protein
ENMNMPHH_03658	CDS	798				hypothetical protein
ENMNMPHH_03659	CDS	687				hypothetical protein
ENMNMPHH_03660	CDS	810		3.1.1.2		Arylesterase
ENMNMPHH_03661	CDS	621				hypothetical protein
ENMNMPHH_03662	CDS	1866	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
ENMNMPHH_03663	CDS	627	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
ENMNMPHH_03664	CDS	555				hypothetical protein
ENMNMPHH_03665	CDS	477				hypothetical protein
ENMNMPHH_03666	CDS	216				hypothetical protein
ENMNMPHH_03667	CDS	765				hypothetical protein
ENMNMPHH_03668	CDS	405	knt_1	2.7.7.-		Kanamycin nucleotidyltransferase
ENMNMPHH_03669	CDS	357	knt_2	2.7.7.-		Kanamycin nucleotidyltransferase
ENMNMPHH_03670	CDS	411	yqjY			putative protein YqjY
ENMNMPHH_03671	CDS	447	nudC_3	3.6.1.22		NADH pyrophosphatase
ENMNMPHH_03672	CDS	741	tam_1	2.1.1.144		Trans-aconitate 2-methyltransferase
ENMNMPHH_03673	CDS	378	hsaD_2	3.7.1.17		4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase
ENMNMPHH_03674	CDS	1665	safA			SpoIVD-associated factor A
ENMNMPHH_03675	CDS	732	coxA			Sporulation cortex protein CoxA
ENMNMPHH_03676	CDS	561	bofC			Protein BofC
ENMNMPHH_03677	CDS	681	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
ENMNMPHH_03678	CDS	1002	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
ENMNMPHH_03679	CDS	201				hypothetical protein
ENMNMPHH_03680	CDS	1029	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
ENMNMPHH_03681	CDS	1143	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
ENMNMPHH_03682	CDS	285	yajC		COG1862	Sec translocon accessory complex subunit YajC
ENMNMPHH_03683	CDS	327				hypothetical protein
ENMNMPHH_03684	CDS	651				hypothetical protein
ENMNMPHH_03685	CDS	1566	spoVB		COG2244	Stage V sporulation protein B
ENMNMPHH_03686	CDS	297	comN			Post-transcriptional regulator ComN
ENMNMPHH_03687	CDS	2250	secDF		COG0341	Protein translocase subunit SecDF
ENMNMPHH_03688	CDS	345	lapA			Lipopolysaccharide assembly protein A
ENMNMPHH_03689	CDS	2349	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
ENMNMPHH_03690	CDS	513	apt	2.4.2.7		Adenine phosphoribosyltransferase
ENMNMPHH_03691	CDS	2193	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
ENMNMPHH_03692	CDS	447	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
ENMNMPHH_03693	CDS	1749	lytC_6	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
ENMNMPHH_03694	CDS	177				hypothetical protein
ENMNMPHH_03695	CDS	1263	hisS_1	6.1.1.21		Histidine--tRNA ligase
ENMNMPHH_03696	CDS	1779	aspS	6.1.1.12		Aspartate--tRNA ligase
ENMNMPHH_03697	CDS	183				hypothetical protein
ENMNMPHH_03698	CDS	762	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
ENMNMPHH_03699	CDS	1266			COG2256	putative AAA domain-containing protein
ENMNMPHH_03700	CDS	633				hypothetical protein
ENMNMPHH_03701	CDS	417	cymR			HTH-type transcriptional regulator CymR
ENMNMPHH_03702	CDS	1143	iscS_2	2.8.1.7		Cysteine desulfurase IscS
ENMNMPHH_03703	CDS	1116	mnmA_1	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
ENMNMPHH_03704	CDS	654	yrrB			TPR repeat-containing protein YrrB
ENMNMPHH_03705	CDS	2376	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
ENMNMPHH_03706	CDS	450				hypothetical protein
ENMNMPHH_03707	CDS	1062	tqsA		COG0628	AI-2 transport protein TqsA
ENMNMPHH_03708	CDS	2634	alaS_1	6.1.1.7		Alanine--tRNA ligase
ENMNMPHH_03709	CDS	267				hypothetical protein
ENMNMPHH_03710	CDS	417	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
ENMNMPHH_03711	CDS	291				hypothetical protein
ENMNMPHH_03712	CDS	1128	mltG	4.2.2.-		Endolytic murein transglycosylase
ENMNMPHH_03713	CDS	663	pcm	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
ENMNMPHH_03714	CDS	930	ydcP_1	3.4.-.-	COG0826	putative protease YdcP
ENMNMPHH_03715	CDS	1269	ydcP_2	3.4.-.-	COG0826	putative protease YdcP
ENMNMPHH_03716	CDS	636	udk_1	2.7.1.48		Uridine kinase
ENMNMPHH_03717	CDS	474	greA		COG0782	Transcription elongation factor GreA
ENMNMPHH_03718	CDS	1743	pbpI		COG0768	Penicillin-binding protein 4B
ENMNMPHH_03719	CDS	684				hypothetical protein
ENMNMPHH_03720	CDS	123				hypothetical protein
ENMNMPHH_03721	CDS	294				hypothetical protein
ENMNMPHH_03722	CDS	201				hypothetical protein
ENMNMPHH_03723	CDS	171				hypothetical protein
ENMNMPHH_03724	CDS	642		2.1.1.-		putative methyltransferase
ENMNMPHH_03725	CDS	699	mtnN_1	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
ENMNMPHH_03726	CDS	924	mccA	2.5.1.134	COG0031	O-acetylserine dependent cystathionine beta-synthase
ENMNMPHH_03727	CDS	1134	mccB	4.4.1.1	COG0626	Cystathionine gamma-lyase
ENMNMPHH_03728	CDS	258				hypothetical protein
ENMNMPHH_03729	CDS	747		3.1.1.2		Arylesterase
ENMNMPHH_03730	CDS	729	sigK			RNA polymerase sigma-28 factor
ENMNMPHH_03731	CDS	141				hypothetical protein
ENMNMPHH_03732	CDS	165				hypothetical protein
ENMNMPHH_03733	CDS	540	pgsA_2	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
ENMNMPHH_03734	CDS	783	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
ENMNMPHH_03735	CDS	516				hypothetical protein
ENMNMPHH_03736	CDS	1107	yqeH		COG1161	putative protein YqeH
ENMNMPHH_03737	CDS	843	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
ENMNMPHH_03738	CDS	294			COG1534	RNA-binding protein
ENMNMPHH_03739	CDS	570	nadD_2	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
ENMNMPHH_03740	CDS	579				hypothetical protein
ENMNMPHH_03741	CDS	357	rsfS		COG0799	Ribosomal silencing factor RsfS
ENMNMPHH_03742	CDS	744		2.1.1.156		Glycine/sarcosine N-methyltransferase
ENMNMPHH_03743	CDS	825	proC_4	1.5.1.2		Pyrroline-5-carboxylate reductase
ENMNMPHH_03744	CDS	627	comEA		COG1555	ComE operon protein 1
ENMNMPHH_03745	CDS	549	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
ENMNMPHH_03746	CDS	2334	comEC		COG0658	ComE operon protein 3
ENMNMPHH_03747	CDS	135				hypothetical protein
ENMNMPHH_03748	CDS	1035	yqeN		COG1466	putative protein YqeN
ENMNMPHH_03749	CDS	267	rpsT		COG0268	30S ribosomal protein S20
ENMNMPHH_03750	CDS	1119	gpr_3	3.4.24.78		Germination protease
ENMNMPHH_03751	CDS	1197				hypothetical protein
ENMNMPHH_03752	CDS	345				hypothetical protein
ENMNMPHH_03753	CDS	1827	lepA	3.6.5.-		Elongation factor 4
ENMNMPHH_03754	CDS	1152	hemN	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR
ENMNMPHH_03755	CDS	1029	hrcA		COG1420	Heat-inducible transcription repressor HrcA
ENMNMPHH_03756	CDS	594	grpE		COG0576	Protein GrpE
ENMNMPHH_03757	CDS	1827	dnaK		COG0443	Chaperone protein DnaK
ENMNMPHH_03758	CDS	1113	dnaJ			Chaperone protein DnaJ
ENMNMPHH_03759	CDS	939	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
ENMNMPHH_03760	CDS	756	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
ENMNMPHH_03761	CDS	1359	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
ENMNMPHH_03762	CDS	672	deoC_2	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
ENMNMPHH_03763	CDS	945				hypothetical protein
ENMNMPHH_03764	CDS	174	rpsU		COG0828	30S ribosomal protein S21
ENMNMPHH_03765	CDS	447	yqeY		COG1610	putative protein YqeY
ENMNMPHH_03766	CDS	1329				hypothetical protein
ENMNMPHH_03767	CDS	993				hypothetical protein
ENMNMPHH_03768	CDS	465				hypothetical protein
ENMNMPHH_03769	CDS	288				hypothetical protein
ENMNMPHH_03770	CDS	1185				hypothetical protein
ENMNMPHH_03771	CDS	960			COG1702	PhoH-like protein
ENMNMPHH_03772	CDS	2178	pgpH	3.1.4.-		Cyclic-di-AMP phosphodiesterase PgpH
ENMNMPHH_03773	CDS	480	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
ENMNMPHH_03774	CDS	372	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
ENMNMPHH_03775	CDS	399	cdd	3.5.4.5	COG0295	Cytidine deaminase
ENMNMPHH_03776	CDS	915	era		COG1159	GTPase Era
ENMNMPHH_03777	CDS	144				hypothetical protein
ENMNMPHH_03778	CDS	756	recO		COG1381	DNA repair protein RecO
ENMNMPHH_03779	CDS	891	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
ENMNMPHH_03780	CDS	2064	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
ENMNMPHH_03781	CDS	669	ccpN		COG0517	Transcriptional repressor CcpN
ENMNMPHH_03782	CDS	813	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
ENMNMPHH_03783	CDS	474				hypothetical protein
ENMNMPHH_03784	CDS	1809	dnaG_2	2.7.7.-	COG0358	DNA primase
ENMNMPHH_03785	CDS	1113	sigA		COG0568	RNA polymerase sigma factor SigA
ENMNMPHH_03786	CDS	1140	bcd_2	1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
ENMNMPHH_03787	CDS	363	cccA_3		COG2010	Cytochrome c-550
ENMNMPHH_03788	CDS	714	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
ENMNMPHH_03789	CDS	1122			COG0327	GTP cyclohydrolase 1 type 2 
ENMNMPHH_03790	CDS	945	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
ENMNMPHH_03791	CDS	684				hypothetical protein
ENMNMPHH_03792	CDS	1317	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
ENMNMPHH_03793	CDS	897	nfo	3.1.21.2	COG0648	putative endonuclease 4
ENMNMPHH_03794	CDS	255				hypothetical protein
ENMNMPHH_03795	CDS	882				hypothetical protein
ENMNMPHH_03796	CDS	774	znuC_2	3.6.3.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
ENMNMPHH_03797	CDS	837	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
ENMNMPHH_03798	CDS	423	zur		COG0735	Zinc-specific metallo-regulatory protein
ENMNMPHH_03799	CDS	585		3.1.3.-	COG5663	Nucleotidase
ENMNMPHH_03800	CDS	393				hypothetical protein
ENMNMPHH_03801	CDS	1116	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
ENMNMPHH_03802	CDS	336				hypothetical protein
ENMNMPHH_03803	CDS	1710	mcpB_3		COG0840	Methyl-accepting chemotaxis protein McpB
ENMNMPHH_03804	CDS	771				hypothetical protein
ENMNMPHH_03805	CDS	1632	phoU_1		COG0704	Phosphate-specific transport system accessory protein PhoU 
ENMNMPHH_03806	CDS	558				hypothetical protein
ENMNMPHH_03807	CDS	609	sodA_2	1.15.1.1		Superoxide dismutase [Mn]
ENMNMPHH_03808	CDS	1281				hypothetical protein
ENMNMPHH_03809	CDS	2169	pbpH_2		COG0768	Penicillin-binding protein H
ENMNMPHH_03810	CDS	975	pstS_1			Phosphate-binding protein PstS
ENMNMPHH_03811	CDS	942	pstC		COG0573	Phosphate transport system permease protein PstC
ENMNMPHH_03812	CDS	879	pstA		COG0581	Phosphate transport system permease protein PstA
ENMNMPHH_03813	CDS	825	pstB3	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB 3
ENMNMPHH_03814	CDS	660	phoU_2		COG0704	Phosphate-specific transport system accessory protein PhoU 
ENMNMPHH_03815	CDS	477				hypothetical protein
ENMNMPHH_03816	CDS	348				hypothetical protein
ENMNMPHH_03817	CDS	456				hypothetical protein
ENMNMPHH_03818	CDS	2637		2.4.1.11	COG0438	Glycogen synthase
ENMNMPHH_03819	CDS	1050	cugP_2	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
ENMNMPHH_03820	CDS	150	rpmGA		COG0267	50S ribosomal protein L33 1
ENMNMPHH_03821	CDS	567	yqgN		COG0212	putative protein YqgN
ENMNMPHH_03822	CDS	777				hypothetical protein
ENMNMPHH_03823	CDS	177				hypothetical protein
ENMNMPHH_03824	CDS	1170	gluP_1	3.4.21.105	COG0705	Rhomboid protease GluP
ENMNMPHH_03825	CDS	222				hypothetical protein
ENMNMPHH_03826	CDS	1116	mnmA_2	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
ENMNMPHH_03827	CDS	180		1.-.-.-		putative oxidoreductase
ENMNMPHH_03828	CDS	135				hypothetical protein
ENMNMPHH_03829	CDS	990	limB_1	1.14.13.107		Limonene 1,2-monooxygenase
ENMNMPHH_03830	CDS	282	ykvR_2			putative protein YkvR
ENMNMPHH_03831	CDS	276				hypothetical protein
ENMNMPHH_03832	CDS	948			COG2141	putative protein
ENMNMPHH_03833	CDS	309	arsR1		COG0640	Arsenic resistance transcriptional regulator ArsR1
ENMNMPHH_03834	CDS	1008				hypothetical protein
ENMNMPHH_03835	CDS	891	dkgA	1.1.1.274	COG0656	2,5-diketo-D-gluconic acid reductase A
ENMNMPHH_03836	CDS	717	bphB	1.3.1.56		Cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase
ENMNMPHH_03837	CDS	513	yraA_3	3.2.-.-	COG0693	Putative cysteine protease YraA
ENMNMPHH_03838	CDS	114				hypothetical protein
ENMNMPHH_03839	CDS	1167	adhE		COG1012	Aldehyde-alcohol dehydrogenase
ENMNMPHH_03840	CDS	504				hypothetical protein
ENMNMPHH_03841	CDS	897		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
ENMNMPHH_03842	CDS	1521	zwf_2	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
ENMNMPHH_03843	CDS	861				hypothetical protein
ENMNMPHH_03844	CDS	120				hypothetical protein
ENMNMPHH_03845	CDS	873	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
ENMNMPHH_03846	CDS	432	ywnA_1		COG1959	Putative HTH-type transcriptional regulator YwnA
ENMNMPHH_03847	CDS	1185	gfo_3	1.1.99.28		Glucose--fructose oxidoreductase
ENMNMPHH_03848	CDS	1179	thpA_1		COG1879	D-threitol-binding protein
ENMNMPHH_03849	CDS	822	iolE_6	4.2.1.44	COG1082	Inosose dehydratase
ENMNMPHH_03850	CDS	843	frlC	5.1.3.-	COG1082	Fructoselysine 3-epimerase
ENMNMPHH_03851	CDS	1029	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
ENMNMPHH_03852	CDS	969				hypothetical protein
ENMNMPHH_03853	CDS	1179	iolG_7	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
ENMNMPHH_03854	CDS	981	rbsC_3		COG1172	Ribose import permease protein RbsC
ENMNMPHH_03855	CDS	1500	rbsA_3	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
ENMNMPHH_03856	CDS	1167	rbsB_2		COG1879	Ribose import binding protein RbsB
ENMNMPHH_03857	CDS	1014	cytR_3		COG1609	HTH-type transcriptional repressor CytR
ENMNMPHH_03858	CDS	1386			COG1653	putative ABC transporter-binding protein
ENMNMPHH_03859	CDS	1686	btsS_3	2.7.13.3	COG3275	Sensor histidine kinase BtsS
ENMNMPHH_03860	CDS	1548	yesS_2		COG2207	HTH-type transcriptional regulator YesS
ENMNMPHH_03861	CDS	438		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
ENMNMPHH_03862	CDS	126				hypothetical protein
ENMNMPHH_03863	CDS	144		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
ENMNMPHH_03864	CDS	129				hypothetical protein
ENMNMPHH_03865	CDS	348				hypothetical protein
ENMNMPHH_03866	CDS	414	ywnA_2		COG1959	Putative HTH-type transcriptional regulator YwnA
ENMNMPHH_03867	CDS	243	spxA_2		COG1393	Regulatory protein Spx
ENMNMPHH_03868	CDS	294	hxlR_1		COG1733	HTH-type transcriptional activator HxlR
ENMNMPHH_03869	CDS	123				hypothetical protein
ENMNMPHH_03870	CDS	648	hxlA_1	4.1.2.43	COG0269	3-hexulose-6-phosphate synthase
ENMNMPHH_03871	CDS	558	hxlB_1	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
ENMNMPHH_03872	CDS	264	hin_2		COG1961	DNA-invertase hin
ENMNMPHH_03873	CDS	1338	pgiB	5.3.1.9		Glucose-6-phosphate isomerase B
ENMNMPHH_03874	CDS	894		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
ENMNMPHH_03875	CDS	1455	zwf_3	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
ENMNMPHH_03876	CDS	366	hxlR_2		COG1733	HTH-type transcriptional activator HxlR
ENMNMPHH_03877	CDS	540	hxlA_2	4.1.2.43	COG0269	3-hexulose-6-phosphate synthase
ENMNMPHH_03878	CDS	558	hxlB_2	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
ENMNMPHH_03879	CDS	573	yraA_4	3.2.-.-	COG0693	Putative cysteine protease YraA
ENMNMPHH_03880	CDS	717				hypothetical protein
ENMNMPHH_03881	CDS	1023				hypothetical protein
ENMNMPHH_03882	CDS	867			COG0596	putative protein
ENMNMPHH_03883	CDS	399				hypothetical protein
ENMNMPHH_03884	CDS	1914	acoR		COG3284	Acetoin dehydrogenase operon transcriptional activator AcoR
ENMNMPHH_03885	CDS	303	arsR_2		COG0640	Arsenical resistance operon repressor
ENMNMPHH_03886	CDS	951				hypothetical protein
ENMNMPHH_03887	CDS	642				hypothetical protein
ENMNMPHH_03888	CDS	573				hypothetical protein
ENMNMPHH_03889	CDS	516				hypothetical protein
ENMNMPHH_03890	CDS	294				hypothetical protein
ENMNMPHH_03891	CDS	597	udk_2	2.7.1.48		Uridine kinase
ENMNMPHH_03892	CDS	258				hypothetical protein
ENMNMPHH_03893	CDS	411				hypothetical protein
ENMNMPHH_03894	CDS	369				hypothetical protein
ENMNMPHH_03895	CDS	534				hypothetical protein
ENMNMPHH_03896	CDS	423				hypothetical protein
ENMNMPHH_03897	CDS	525				hypothetical protein
ENMNMPHH_03898	CDS	1077	yhaZ		COG4335	putative protein YhaZ
ENMNMPHH_03899	CDS	1719	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
ENMNMPHH_03900	CDS	1950	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
ENMNMPHH_03901	CDS	906	cysL_2		COG0583	HTH-type transcriptional regulator CysL
ENMNMPHH_03902	CDS	348				hypothetical protein
ENMNMPHH_03903	CDS	297				hypothetical protein
ENMNMPHH_03904	CDS	870			COG0053	putative cation efflux system protein
ENMNMPHH_03905	CDS	1185				hypothetical protein
ENMNMPHH_03906	CDS	999	bioB_2	2.8.1.6		Biotin synthase
ENMNMPHH_03907	CDS	273				hypothetical protein
ENMNMPHH_03908	CDS	885	prsA1	5.2.1.8	COG0760	Foldase protein PrsA 1
ENMNMPHH_03909	CDS	1035				hypothetical protein
ENMNMPHH_03910	CDS	321				hypothetical protein
ENMNMPHH_03911	CDS	321				hypothetical protein
ENMNMPHH_03912	CDS	537				hypothetical protein
ENMNMPHH_03913	CDS	144	lsrA	3.6.3.-	COG1129	Autoinducer 2 import ATP-binding protein LsrA
ENMNMPHH_03914	CDS	354				hypothetical protein
ENMNMPHH_03915	CDS	240				hypothetical protein
ENMNMPHH_03916	CDS	246				hypothetical protein
ENMNMPHH_03917	CDS	384				hypothetical protein
ENMNMPHH_03918	CDS	1377	atoC_4		COG2204	Regulatory protein AtoC
ENMNMPHH_03919	CDS	1332	davT_2	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
ENMNMPHH_03920	CDS	1416	sglT			Sodium/glucose cotransporter
ENMNMPHH_03921	CDS	645	opuCD		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCD
ENMNMPHH_03922	CDS	915	opuCC		COG1732	Glycine betaine/carnitine/choline-binding protein OpuCC
ENMNMPHH_03923	CDS	648	opuCB		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCB
ENMNMPHH_03924	CDS	1161	opuBA		COG1125	Choline transport ATP-binding protein OpuBA
ENMNMPHH_03925	CDS	1320	brnQ_2		COG1114	Branched-chain amino acid transport system 2 carrier protein
ENMNMPHH_03926	CDS	669				hypothetical protein
ENMNMPHH_03927	CDS	1401	phoB	3.1.3.1	COG1785	Alkaline phosphatase 3
ENMNMPHH_03928	CDS	1194				hypothetical protein
ENMNMPHH_03929	CDS	1047				hypothetical protein
ENMNMPHH_03930	CDS	546	aaaT_2	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
ENMNMPHH_03931	CDS	345				hypothetical protein
ENMNMPHH_03932	CDS	1413				hypothetical protein
ENMNMPHH_03933	CDS	969	lytC_7	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
